id,title.main_title,title.subtitle,date.date_display,date.date_display_classification,date.date_radical,date.date_radical_classification,subjects.topics,subjects.form_genre,edition_enumeration,classifications,contributions,languages,places,relationships,held_by,electronic_locator,summary,notes,cluster,pc1,pc2
4475,"A collection of 40 declarations, decrees, reports and speeches from the French National Assembly",,1789-1791,,,,Law (FAST Topic); Politics and government (FAST Topic),Legislative materials (FAST Forms),,Source-text (Translation Status),author::organisation::1685::National Constituent Assembly,French,2988507::Paris::France,,,,,,3,1.0316960076219528,-0.7439469984903412
3698,A collection of addresses transmitted by certain English clubs and societies to the National Convention of France,,1793,,,,Politics and government (FAST Topic); Radicalism (FAST Topic); Republicanism (FAST Topic),Speeches (FAST Forms),,Compilation (Translation Status),author::person::1893::Anonymous (11); publisher::organisation::1469::Association for Preserving Liberty and Property against Republicans and Levellers,English,2643743::London::United Kingdom,,organisation::1221::British Library,https://www.google.co.uk/books/edition/A_collection_of_Addresses_transmitted_by/s7xbAAAAcAAJ?hl=en&gbpv=0,,"Collection of several writings, many of a radical nature and several translations, published by the Association for the Preservation of Liberty and Property against Republicans and Levellers. Intended to serve 'as public proof of the British radicals' support of French republicanism'. See London Corresponding Society, vol. 1, p. 31. Generally contains the French text of the addresses, accompanied by a translation into English.",0,-0.9310677192250364,-0.4633740591941612
5325,A Commentary and Review of Montesquieu’s Spirit of Laws,,1811,,,,Politics and government (FAST Topic),Essays (FAST Forms); Literary criticism (FAST Forms),,Integral (Translation Status),translator::person::1192::Thomas Jefferson; publisher::person::2733::William Duane,English,4560349::Philadelphia::United States,::translation of::3984::Commentaire sur l’Esprit des Lois de Montesquieu (1817),,,,See https://founders.archives.gov/documents/Jefferson/03-01-02-0213.,1,-0.7214991998628877,-0.17815077919885933
3362,"A critical examination of the Marquis de Chatellux's Travels, in North America in a letter addressed to the Marquis, principally intended as a refutation of his opinions concerning the Quakers, the Negroes, the people, and mankind. Translated from the French of J.P. Brissot de Warville, with additions and corrections of the author",,1788,,,,Antislavery movements (FAST Topic); Human rights (FAST Topic); Religion (FAST Topic),"Correspondence, reminiscences, etc. (FAST Forms)",,Integral (Translation Status),"translator::person::1890::Anonymous (14); publisher::organisation::1098::James, Joseph",English,4560349::Philadelphia::United States,"::translation of::2306::Examen critique des voyages dans l'Amérique Septentrionale, de M. le marquis de Chatellux, ou, Lettre a M. le marquis de Chatellux, dans laquelle on réfute principalement ses opinions sur les Quakers, sur les nègres, sur le peuple, & sur l'homme (1786)",organisation::1221::British Library,,,"Via his critique of Chastellux, Brissot proposes revolutionary changes in French society. Brissot comments on this publication in his autobiography.

Doina Pasca Harsanyi, How to make a revolution without firing a shot: thoughts on the Brissot-Chastellux polemic, French History, Volume 22, Issue 2, June 2008, Pages 197–216.",0,-0.716465664017479,0.03342266332547146
3795,Acte constitutionnel du 24 juin 1793,,1793-06-24,,,,Law (FAST Topic); Politics and government (FAST Topic),Constitutions (FAST Forms),,Source-text (Translation Status),author::organisation::1726::Committee of Public Safety,French,2988507::Paris::France,,,https://www.conseil-constitutionnel.fr/les-constitutions-dans-l-histoire/constitution-du-24-juin-1793,,"Soon after the formation of the Committee of Public Safety in April 1793, five new members were added on 30 May to an ad hoc committee attached to the CPS to formulate a new republican constitution. It was chaired by the former nobleman Marie-Jean Hérault de Séchelles (also president of the National Convention) and included Louis-Antoine Saint-Just and Georges Couthon. Rapidly setting to work after the dramatic expulsion of 22 Girondin deputies on 2 June, they reported back to the Convention after eight days – Hérault-Séchelles being the chief author – which, making no important changes, ratified a final draft on 24 June. 

As Bertrand Barère told the deputies, ""In a few days we have reaped the enlightenment of all the ages"". Indeed, the new document was the purest expression of democratic ideals to date, confirming universal manhood suffrage, enlarging the list of natural rights, qualifying the right to property by considerations of public interest, and adding the rights to subsistence and to revolt against oppression, the latter of which had been latent in the August 1789 Declaration of the Rights of Man and the Citizen. It sought at once to appeal to the radical sans-culottes movement while at the same time hoping to win back the insurgent federalists by striving not to appear too radical. It was acclaimed overwhelmingly by public referendum.

On 10 June, Maximilien Robespierre told the Jacobin Club, ""We can now present to the universe a constitutional code, infinitely superior to all moral and political institutions, a work doubtless capable of improvement, but which presents the essential basis of public happiness, offering a sublime and majestic picture of French regeneration… This Constitution has emerged in eight days from the midst of storms, and becomes the centre where the people can rally without giving itself new chains"".

However, the 1793 Constitution was never put into effect as the Convention, finding France besieged by
internal and external conflicts, voted to operate in permanent session under emergency powers, and postponed its implementation. It was set aside indefinitely on 10 October 1793, when the Convention declared a 'Revolutionary Government' until peace was achieved. The ensuing Reign of Terror, which culminated in the execution of Robespierre and other leading Montagnards in July 1794, was followed by the Thermidorian Reaction, which rejected this Constitution and eventually supplanted it with the Constitution of 1795, leading to the establishment of the Directory.

See R.R. Palmer, 'Twelve who rule' (1941, Princeton University Press), pp.30-35; and Colin Jones, 'The Longman Companion to the French Revolution' (1988), pp.70-71.",3,1.0175080764579665,-0.7103247633389844
4858,"Acte énonciatif des crimes de Louis, dernier roi des Français",,1792-11-12,,21 frimaire year 1,,Politics and government (FAST Topic); Republicanism (FAST Topic),Legislative materials (FAST Forms),,Source-text (Translation Status),author::organisation::1050::National Convention,French,2988507::Paris::France,,,http://artflsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.32:147.baudouin0314,,,3,1.198594415760702,-0.6092694030058723
3352,"Additional observations on the nature and value of civil liberty, and the war with America. Also observations on schemes for raising money by public loans, an historical deduction and analysis of the national debt and a brief account of the debts and resources of France",,1777,,,,Finance (FAST Topic); Human rights (FAST Topic); War (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),author::person::1268::Richard Price; publisher::person::2703::Thomas Cadell,English,2643743::London::United Kingdom,,organisation::1221::British Library,,,,1,-1.0114907551712178,-0.9946410781935225
3696,"Address from several Societies in England to the National Convention of France, read in the sitting of November 7, 1792",,1793,,,,Human rights (FAST Topic); Politics and government (FAST Topic),Speeches (FAST Forms),,Compilation (Translation Status); Indirect translation (Translation Status); Integral (Translation Status),translator::person::1893::Anonymous (11); publisher::organisation::1469::Association for Preserving Liberty and Property against Republicans and Levellers,English,2643743::London::United Kingdom,::translation of::2486::Adresse de plusieurs sociétés en Angleterre à la Convention Nationale. Lue dans la séance du 7ieme Novembre 1792 (1792); ::part of::2485::A collection of addresses transmitted by certain English clubs and societies to the National Convention of France (1793),organisation::1221::British Library,,,"This is an English translation of the French translation of the original speeches delivered on 7 November 1792. It was published in 'A collection of addresses transmitted by certain English clubs and societies to the National Convention of France' (1793) by the ultra-loyalist Association for the Preservation of Liberty and Property against Republicans and Levellers, as proof of British radical support for the subversive principles of French republicanism. It excludes any reference to the L.C.S. (as in the French edition), although the signatures of Maurice Margarot and Thomas Hardy are given at the end.
See 'London Corresponding Society', Vol.1, p. 31",0,-1.0250773831599784,-0.3965628843755484
4928,"Address from the English, Irish and Scotch residents at Paris",,1792-11-24,,,,Human rights (FAST Topic); Politics and government (FAST Topic); Revolutions (FAST Topic),Manuscripts (FAST Forms); Speeches (FAST Forms),,Source-text (Translation Status); Unpublished (Translation Status),author::organisation::1832::Société des amis des droits de l'homme ('British club'),English,2988507::Paris::France,,,,,"Placeholder title for the unidentified source text of the translated address. According to the reprint in the Annual Register of 1798 (p. 347), the address was voted by acclamation in White's hotel on 18 November (foundational moment of the Société des amis des droits de l'homme). In the translation, the address is dated 14 November 1792 and was read aloud in the National Convention on 28 November by their secretary, Robert Bray O'Reilly.  A British spy's report on the White hotel group by Captain George Monro from 6 December stated that the Address was prepared in a committee but framed by D.E. MacDonnel, the editor of the 'Morning Post' before being translated and signed on 24 November.
See https://www.google.co.uk/books/edition/The_Annual_Register/iJQ9F7nu_scC?hl=en&gbpv=0 the",1,-0.10635820669731308,-1.0536994035574658
4926,Address from the Friends of the People of Newington to the National Convention,,1792-10-31,,,,Human rights (FAST Topic); Politics and government (FAST Topic); Revolutions (FAST Topic),Speeches (FAST Forms),,,publisher; author::organisation::2444::Society of the Friends of the People,English,2643743::London::United Kingdom,,,,,Placeholder title for the unidentified English source text of the address. In the translation it is signed and dated by the society's president John-Fred. Schieffer and its secretary Franc. Peacock.,1,-0.9987969467167661,-0.6980359753821949
4929,Address from the London Constitutional Society to the National Convention,,1792-11,,,,Human rights (FAST Topic); Politics and government (FAST Topic); Revolutions (FAST Topic),Speeches (FAST Forms),,Source-text (Translation Status),author::organisation::1750::Society for Constitutional Information,English,2643743::London::United Kingdom,,,,,"Placeholder title for the unidentified English source text of the address and accompanying discourse.
Author most likely to be John Horne Tooke who took an active role in drafting and editing addresses for both the S.C.I. and the L.C.S.",1,-0.9099624144439774,-1.1312978248535488
4722,Address from the National Convention of France to the British soldiers and sailors,,,,,,Human rights (FAST Topic); Politics and government (FAST Topic); War (FAST Topic),Speeches (FAST Forms),,Unknown (Translation Status),translator::person::2333::Anonymous (189),English,2988507::Paris::France,::translation of::3350::Unknown 15,"organisation::2332::National Archives, Kew",,,"Address by the National Convention to the British military. It calls upon the soldiers to consider the cause of war with France. It argues that France has done nothing to offend the British. Fighting a people because it has embraced the rights of man would be unjust. Date and publisher unknown.
https://discovery.nationalarchives.gov.uk/details/r/C3425329",0,-0.1969647332250755,-0.49612450129752983
4906,Address from the Society for the Friends of the people at Manchester to the Société des Amis de la Constitution,,1792,,,,Human rights (FAST Topic); Politics and government (FAST Topic); Revolutions (FAST Topic),"Correspondence, reminiscences, etc. (FAST Forms)",,Source-text (Translation Status),author::person::2427::James Watt; author::person::2158::Thomas Cooper,English,2643123::Manchester::United Kingdom,,,,,Placeholder title for the unidentified source text of the French translation of the address.,1,-0.5663836725532572,-0.9163628835953368
4783,Address of the French Nation to the combined powers. By Robespierre,,1794-02,,,,Politics and government (FAST Topic); Revolutions (FAST Topic),Speeches (FAST Forms),,Unknown (Translation Status),publisher::person::2146::Daniel Isaac Eaton; translator::person::2146::Daniel Isaac Eaton,English,2643743::London::United Kingdom,"::part of::3397::Hog's wash, or, a Salmagundy for swine, consisting of the choicest viands, contributed by the cooks of the present day, and of the highest favoured delicacies, composed by the caterers of former ages (1793/1795); ::translation of::3398::Réponse de la Convention nationale aux manifestes des rois ligués contre la République: proposée par Robespierre, au nom du Comité de salut public, et décrétée par la Convention (15 Frimaire, An 2 (1793-12-05))",,https://books.google.be/books?id=VxVQAQAAIAAJ&printsec=frontcover&dq=salmagundy+for+swine&hl=nl&sa=X&ved=2ahUKEwiMjfSs6onwAhWPX8AKHRTBBjYQ6wEwA3oECAEQAQ#v=onepage&q&f=false,,"Politics for the People, vol. 1, part. 2, n. 2 (February 1793), p. 5-11. Translation of Robespierre's address in defence of the French Revolution and against tyranny. Reaction against the 'manifestoes of the tyrants leagued against the French Republic'.",1,-1.0112508152063482,-0.5860363404841997
4784,Address of the French Nation to the combined powers. By Robespierre,,,,,,,,,Notes (Paratext Forms); Hermeneutical (Paratext Functions),author::person::2146::Daniel Isaac Eaton,English,,::paratext of::3399::Address of the French Nation to the combined powers. By Robespierre (1794-02),,,"'This address was pronounced with repeated applause and ordered, like the late English Manifesto, to be dispersed through the Republic. The ministry, we understand, intend to publish the above address, with a refutation annexed, immediately after the capture of St. Maloes and Dunkirk. Mr. Pitt will write on the ambiguity of the French manifesto, the duke of Brunswick on their inhumanity, Mr. Burke o n their lack of good manners, Lord Loughborough on their dishonesty, &c.'",Note with ironic comment on the reactions of the British establishment to the speech.,0,-0.6287323116265324,0.239117123656223
5058,"Address of the National Assembly of France to the People, showing what they have already done, what they further intend, and answering their calumniators. With an Appendix, consisting of such authentic documents as explain more fully the changes in government alluded to in the address. The whole presenting a clear and short view of the late extraordinary Revolution in France, and of the principles on which the new Constitution is founded",,1790,,,,Politics and government (FAST Topic); Revolutions (FAST Topic),Speeches (FAST Forms),,Extended (Translation Status),translator::person::2511::Anonymous (256); publisher::person::2325::James Ridgway,English,2643743::London::United Kingdom,"::translation of::3693::Détails de l'Assemblée nationale, adresse de l'Assemblée nationale au peuple français, du 11 février 1790 (1790-02-11)",,https://books.google.be/books?id=ItHNF_eheLYC&printsec=frontcover&dq=Address+of+the+National+Assembly+of+France+to+the+People&hl=en&sa=X&redir_esc=y#v=onepage&q&f=false,,"Contains a translation of the address of the National Assembly to the French people of 11 February 1790 in which it gives an account of its activities thus far and of future goals. Extended with an appendix containing, among other things, the Declaration of Rights, the division of the territory in departments and precisions on the municipal governments.",1,-0.976721920445697,-0.5945511051735871
5060,"Address of the National Assembly of France to the People, showing what they have already done, what they further intend, and answering their calumniators. With an Appendix, consisting of such authentic documents as explain more fully the changes in government alluded to in the address. The whole presenting a clear and short view of the late extraordinary Revolution in France, and of the principles on which the new Constitution is founded",,,,,,,,,Preface (Paratext Forms); Hermeneutical (Paratext Functions),author::person::2325::James Ridgway,English,,"::paratext of::3694::Address of the National Assembly of France to the People, showing what they have already done, what they further intend, and answering their calumniators. With an Appendix, consisting of such authentic documents as explain more fully the changes in government alluded to in the address. The whole presenting a clear and short view of the late extraordinary Revolution in France, and of the principles on which the new Constitution is founded (1790)",,https://books.google.be/books?id=ItHNF_eheLYC&printsec=frontcover&dq=Address+of+the+National+Assembly+of+France+to+the+People&hl=en&sa=X&redir_esc=y#v=onepage&q&f=false,"P. i: 'The Revolution in France is an event of so unprecedented a nature in the annals of the world, and so immediately interesting to England, that it is impossible for the least inquisitive, not to wish to possess some general idea, drawn from an authentic source, of what is doing and intended to be done in the New Constitution now forming in that kingdom'.","Advertisement, probably by the editor. Claims that it is necessary to consult the actual documents produced by the National Assembly in order to get a correct picture of the political situation in France. Cites Burke as an example of a badly informed source about the French Revolution. Clearly intended apologetically.",0,-0.6319948872455532,0.3057727026400169
4164,Address to the English nation. Translated from the French of J.P. Rabaut de St. Etienne,,1791,,,,Politics and government (FAST Topic); Revolutions (FAST Topic); War (FAST Topic),Speeches (FAST Forms),,Integral (Translation Status),translator::person::1891::Anonymous (13); publisher::person::1737::Joseph Johnson,English,2643743::London::United Kingdom,"::translation of::2796::Adresse aux Anglais, par un représentant de la nation française (1791-06-18)",,https://books.google.be/books?id=nrfmh0l6sjIC&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,"Rabaut calls upon England to conserve peace with France. It is a call for a friendly alliance between both countries, grounded in the principles of a free constitution, and responds to the Burke, Wollstonecraft, Paine debate in Britain at the time. Although written in French, it is for an English readership.

Translated after the king's flight to Varennes (21 June 1791).",0,-1.0403235385761618,-0.4352982347439705
3692,"Address to the French National Convention, from the following Societies of Britons, united in one common cause, namely, the obtaining of a fair, equal, and impartial representation in Parliament",,1792-09-27,,,,Human rights (FAST Topic); Politics and government (FAST Topic),Speeches (FAST Forms),,Source-text (Translation Status),publisher::organisation::1140::London Corresponding Society; author::person::1466::Maurice Margarot; author::person::1467::Thomas Hardy,English,2643743::London::United Kingdom,,organisation::1221::British Library,,,"This is a Joint Address countersigned by the Manchester Constitutional Society, Manchester Reformation Society, Norwich Revolution Society, London Constitutonal Whigs and Independent Friends of the People. Hardy, Margarot, John Martin and George Walne 'were given the responsibility of having the Joint Address sent to France. At a meeting with Bernard-Francois Chauvelin (1766-1832), the French ambassador in London, the address was approved and despatched to the French National Convention where it was read on 7 November 1792' p.27. It was 'cited in 1794 as evidence against the radicals in the Second report from the Committee of Secrecy of the House of Commons respecting seditious practices.' See London Corresponding Society 1792-1799, vol 1. edited Michael T. Davis. Hardy writes about the address in his memoir (p. 20): 'It was confided to the French Ambassador, who was, soon after, suddenly ordered to quit this country. In the Convention it was received with rapturous applause, as the first address from this country; and was afterwards one of the documents brought against the prisoners tried for High Treason. The National Convention distributed printed copies throughout all the Departments of France, where it caused a very great sensation'.",1,-0.906151407773071,-1.009405837241634
3693,"Address to the French National Convention, from the following Societies of Britons, united in one common cause, namely, the obtaining of a fair, equal, and impartial representation in Parliament",,,,,,,,,Preface (Paratext Forms),author::person::1466::Maurice Margarot; author::person::1467::Thomas Hardy,English,,"::paratext of::2194::Address to the French National Convention, from the following Societies of Britons, united in one common cause, namely, the obtaining of a fair, equal, and impartial representation in Parliament (1792-09-27)",,,"'The Triple Alliance, not of Crowns, but of the people of America, France and Britain, will give Freedom to Europe, and Peace to the World! [...] This desire of having the concurrence of different Country Societies to this Address, has occassioned a month's delay in presenting it...Remember, Frenchmen, that although this testimony of friendship only now reaches your Assembly, it bears the date of 27th of September, 1792.' London Corresponding Society, vol 1, ed. Michael T. Davis, p. 30.",,0,-0.6295550305719371,0.2230853842956364
4662,Address to the people of France,,1792-09-25,,,,Human rights (FAST Topic); Politics and government (FAST Topic),"Correspondence, reminiscences, etc. (FAST Forms); Manuscripts (FAST Forms)",,Source-text (Translation Status),author::person::1186::Thomas Paine,English,2988507::Paris::France,,,https://quod.lib.umich.edu/e/ecco/004809367.0001.000/1:3?rgn=div1;view=fulltext,,"Manuscript source text of Paine's address, probably lost. Conway, The Writings of Thomas Paine, p. 97.",1,-0.11617531310359944,-1.006079899226403
3498,"Address to the Republic of France. Sept. 25, 1792",,1792,,,,Human rights (FAST Topic); Politics and government (FAST Topic); Revolutions (FAST Topic),Speeches (FAST Forms),,Re-issues (Printing and Publishing Status); Indirect translation (Translation Status); Integral (Translation Status),author::person::1941::Anonymous (45); publisher::person::2327::William Holland,English,2643743::London::United Kingdom,::other edition::3280::Letter of Thomas Paine to the people of France. Published and distributed gratis by the London Corresponding Society (Year 1 (1792)),,,,"Re-edition of the English translation of the French translation of the English source text. For translation history, see Clark, Thomas Paine: Britain, America, and France in the Age of Enlightenment, p. 429.",1,-1.045374548339286,-0.5108023332688006
3523,A defence of the constitutions of government of the United States of America,"Against the Attack of M. Turgot in his Letter to Dr. Price, Dated the twenty-second day of March, 1778",1787,,,,Law (FAST Topic); Republicanism (FAST Topic),Apologetic works (FAST Forms); Essays (FAST Forms),,Source-text (Translation Status),"publisher::organisation::1651::Dilly, Charles; author::person::1352::John Adams; publisher::person::2735::John Stockdale",English,2643743::London::United Kingdom,,,,,"Stockdale jointly published volumes two and three. It was reprinted in 1794 on Stockdale's initiative since, ""Your work on Government has never yet had fair play"". (E. Stockdale, p.82)

According to R.R. Palmer, pioneer of the Transatlantic approach to the French Revolution, Adams' 'Defence' was just as anti-aristocratic in approach as the ideas promoted by A.R.J. Turgot, the idol of the 'américanistes', yet this opinion was not shared by contemporaries on the other side of the Atlantic. This grouping centred around Mazzei, Condorcet, Dupont de Nemours and La Fayette strongly opposed Adams' arguments in favour of the division of powers found within the British constitution as the best model of constitutional government, preferring instead to promote their own bicameral form of government.

Adams' main theme was that democracy could not work, that elites were inevitable, and so stability demanded that a constitutional position be given to them. Far from being a defence of America's newly formulated state constitutions, Adams' treatise held up the English constitution as the only defensible form of government.

See Palmer, 'The Age of Democratic Revolution: A Political History of Europe and America, 1760-1800' (1959-64, Princeton University Press), vol.1, pp.267-82.",1,-0.9430534098265134,-0.8887412837174744
3512,"A defence of the people of England by John Milton, in answer to Salmasius's Defence of the king",,1694,,,,History (FAST Topic); Philosophy (FAST Topic); Politics and government (FAST Topic); Republicanism (FAST Topic),Apologetic works (FAST Forms); Essays (FAST Forms),,Integral (Translation Status); Self-translation (Translation Status),translator; author::person::1348::John Milton,English,2635167::United Kingdom::United Kingdom,::translation of::2395::Pro populo Anglicano defensio (1651),,,,,1,-0.6717357486118198,-0.2790103277623225
